timestamp,building_id,wifi_connection_count,class_scheduled_size,ambient_temperature,actual_occupancy
2024-01-02 23:00:00,B1,329,92,29.802257672582662,225
2024-01-03 00:00:00,B2,47,7,19.6885383365851,30
2024-01-03 01:00:00,B2,302,78,20.42418802082988,205
2024-01-03 02:00:00,B2,391,26,20.210698070856314,251
2024-01-03 03:00:00,B1,148,173,28.727876520094444,172
2024-01-03 04:00:00,B2,365,49,25.851510627899543,232
2024-01-03 05:00:00,B1,342,198,19.825251398667273,286
2024-01-03 06:00:00,B2,268,180,23.28388102042019,237
2024-01-03 07:00:00,B3,170,23,25.383576300837625,115
2024-01-03 08:00:00,B3,399,45,19.001569019872598,258
2024-01-03 09:00:00,B1,187,14,28.588996420888066,125
2024-01-03 10:00:00,B3,19,152,27.64324242529842,77
2024-01-03 11:00:00,B3,270,221,24.06248128291966,238
2024-01-03 12:00:00,B2,416,205,29.605519383110046,340
2024-01-03 13:00:00,B1,147,272,23.013131751301195,205
2024-01-03 14:00:00,B2,181,235,29.809323828437975,194
2024-01-03 15:00:00,B2,395,227,26.015039985643526,328
2024-01-03 16:00:00,B2,22,8,25.6160552790473,23
2024-01-03 17:00:00,B2,177,165,19.99145874354942,170
2024-01-03 18:00:00,B2,139,213,28.583133099655726,179
2024-01-03 19:00:00,B2,93,116,23.12987625504738,125
2024-01-03 20:00:00,B2,330,71,19.94680086938975,218
2024-01-03 21:00:00,B1,328,63,18.15129023970911,208
2024-01-03 22:00:00,B3,110,204,24.71706820366059,150
2024-01-03 23:00:00,B2,338,208,24.328795465472115,293
2024-01-04 00:00:00,B2,282,71,26.632243468429902,195
2024-01-04 01:00:00,B2,274,276,28.683096636213627,289
2024-01-04 02:00:00,B2,468,273,18.952879015716356,376
2024-01-04 03:00:00,B2,408,94,26.777957884084348,289
2024-01-04 04:00:00,B2,417,165,20.248943329170988,310
2024-01-04 05:00:00,B3,47,31,28.29812463788597,57
2024-01-04 06:00:00,B3,428,10,27.82876216633987,280
2024-01-04 07:00:00,B2,103,216,24.489525059826533,140
2024-01-04 08:00:00,B3,104,288,26.52291358347974,172
2024-01-04 09:00:00,B1,314,101,21.77220135820498,237
2024-01-04 10:00:00,B2,78,266,23.654014787193773,149
2024-01-04 11:00:00,B1,327,213,27.85964277252566,280
2024-01-04 12:00:00,B1,453,178,23.511182366078565,343
2024-01-04 13:00:00,B2,245,87,22.2935791839053,162
2024-01-04 14:00:00,B3,443,40,23.9305493670036,281
2024-01-04 15:00:00,B1,343,75,27.938991029246623,228
2024-01-04 16:00:00,B2,382,45,22.02249656845047,242
2024-01-04 17:00:00,B1,385,159,20.085139117628927,309
2024-01-04 18:00:00,B1,468,79,26.54416824396937,299
2024-01-04 19:00:00,B1,146,85,27.91173855249698,129
2024-01-04 20:00:00,B1,427,91,19.2076497422824,289
2024-01-04 21:00:00,B3,85,147,20.878489353071338,107
2024-01-04 22:00:00,B1,492,160,19.703663877131927,367
2024-01-04 23:00:00,B1,44,201,22.175296938986,110
2024-01-05 00:00:00,B1,10,241,23.404211746864952,108
2024-01-05 01:00:00,B3,305,1,26.985916043559676,193
2024-01-05 02:00:00,B1,329,224,25.81377101858009,283
2024-01-05 03:00:00,B1,415,288,25.451142809741174,358
2024-01-05 04:00:00,B3,69,232,22.228499359315855,123
2024-01-05 05:00:00,B3,329,76,28.09737063701712,219
2024-01-05 06:00:00,B3,358,115,23.655446008777975,290
2024-01-05 07:00:00,B1,337,153,29.749259256181855,275
2024-01-05 08:00:00,B3,276,102,25.609705659548844,192
2024-01-05 09:00:00,B3,370,193,19.515176898774033,285
2024-01-05 10:00:00,B1,238,165,26.114130744905207,213
2024-01-05 11:00:00,B3,279,89,21.90124818518039,208
2024-01-05 12:00:00,B1,325,173,26.23592636023317,269
2024-01-05 13:00:00,B2,295,121,18.83569377794887,222
2024-01-05 14:00:00,B3,300,142,20.098577246111514,235
2024-01-05 15:00:00,B2,222,105,28.268847106869437,178
2024-01-05 16:00:00,B1,174,122,20.72615468428218,154
2024-01-05 17:00:00,B3,14,8,28.04449350291528,0
2024-01-05 18:00:00,B1,348,261,21.351313061452924,310
2024-01-05 19:00:00,B2,388,72,25.714582920704494,253
2024-01-05 20:00:00,B1,87,222,26.32980688211797,142
2024-01-05 21:00:00,B3,419,40,24.151857037740633,297
2024-01-05 22:00:00,B3,71,203,21.663728120360776,127
2024-01-05 23:00:00,B2,141,263,20.551732516453153,186
2024-01-06 00:00:00,B1,98,177,18.398272254749116,138
2024-01-06 01:00:00,B3,246,83,21.647356814888685,185
2024-01-06 02:00:00,B2,51,110,25.837953486375397,78
2024-01-06 03:00:00,B3,98,250,29.259657821381793,164
2024-01-06 04:00:00,B3,411,6,28.454453787156623,269
2024-01-06 05:00:00,B1,305,83,27.19277731842363,204
2024-01-06 06:00:00,B3,337,207,27.461368119039584,289
2024-01-06 07:00:00,B1,304,21,25.979818841711943,181
2024-01-06 08:00:00,B3,113,2,21.123442290792035,74
2024-01-06 09:00:00,B2,23,126,28.88634036846996,55
2024-01-06 10:00:00,B3,297,296,26.048787742870008,292
2024-01-06 11:00:00,B1,188,187,24.72528757176528,184
2024-01-06 12:00:00,B1,134,13,19.331873630561773,95
2024-01-06 13:00:00,B2,431,11,23.364666525677105,272
2024-01-06 14:00:00,B3,362,86,23.524299254423116,239
2024-01-06 15:00:00,B3,32,11,28.374763314272037,24
2024-01-06 16:00:00,B2,72,24,24.559778642253463,45
2024-01-06 17:00:00,B3,152,242,22.564806587644917,175
2024-01-06 18:00:00,B3,490,121,29.721603942127913,340
2024-01-06 19:00:00,B1,162,146,19.32864711991579,152
2024-01-06 20:00:00,B3,154,54,23.070581139743336,138
2024-01-06 21:00:00,B3,234,237,18.504296102056863,239
2024-01-06 22:00:00,B2,459,172,26.878849449203166,330
2024-01-06 23:00:00,B2,471,220,29.01691862638981,364
2024-01-07 00:00:00,B1,318,118,21.360447954605874,248
2024-01-07 01:00:00,B3,113,182,28.300100121589452,161
2024-01-07 02:00:00,B3,113,287,21.506618765542772,166
2024-01-07 03:00:00,B3,444,299,28.92924193972698,367
2024-01-07 04:00:00,B1,48,81,27.04754284316141,79
2024-01-07 05:00:00,B1,444,210,27.658881322097265,354
2024-01-07 06:00:00,B2,207,149,18.216078667205455,175
2024-01-07 07:00:00,B1,143,36,29.55372428488831,105
2024-01-07 08:00:00,B3,76,58,26.720051904843878,42
2024-01-07 09:00:00,B3,400,130,21.6570131446336,292
2024-01-07 10:00:00,B1,188,201,27.952735978306166,196
2024-01-07 11:00:00,B3,465,242,21.378254380979158,385
2024-01-07 12:00:00,B3,51,34,28.473046074793537,34
2024-01-07 13:00:00,B1,457,92,19.350964684943243,311
2024-01-07 14:00:00,B1,24,206,26.444231729529548,87
2024-01-07 15:00:00,B3,120,212,24.488381719738925,159
2024-01-07 16:00:00,B3,166,158,19.15841364234529,153
2024-01-07 17:00:00,B3,298,23,20.90272593910607,183
2024-01-07 18:00:00,B2,487,292,18.14884843532778,399
2024-01-07 19:00:00,B2,240,3,23.625215585574068,151
2024-01-07 20:00:00,B2,420,219,21.615183129120005,348
2024-01-07 21:00:00,B1,429,19,25.180289811573104,262
2024-01-07 22:00:00,B2,166,151,21.566853692503408,160
2024-01-07 23:00:00,B1,47,49,21.599029338083817,33
2024-01-08 00:00:00,B1,450,176,26.91831838477924,337
2024-01-08 01:00:00,B2,106,95,18.577714031740243,101
2024-01-08 02:00:00,B2,494,104,28.834739942303848,364
2024-01-08 03:00:00,B2,420,249,28.227166492694177,340
2024-01-08 04:00:00,B3,448,116,26.01365619871688,329
2024-01-08 05:00:00,B2,298,227,25.118658841288614,279
2024-01-08 06:00:00,B3,263,65,28.70762997767583,186
2024-01-08 07:00:00,B1,205,261,20.223962154344573,244
2024-01-08 08:00:00,B3,95,294,18.947629946289943,178
2024-01-08 09:00:00,B2,331,242,20.874122038914457,299
2024-01-08 10:00:00,B1,19,185,27.534939344402282,84
2024-01-08 11:00:00,B1,14,245,18.4160432007178,118
2024-01-08 12:00:00,B1,132,124,24.993682021001874,139
2024-01-08 13:00:00,B3,339,267,29.945250194295717,303
2024-01-08 14:00:00,B2,362,130,28.26835312605047,256
2024-01-08 15:00:00,B1,127,236,24.257348268523074,168
2024-01-08 16:00:00,B1,303,17,18.76369091143971,180
2024-01-08 17:00:00,B1,406,39,27.97648217262852,258
2024-01-08 18:00:00,B3,168,20,25.187742098126527,121
2024-01-08 19:00:00,B3,312,224,19.379195964714803,272
2024-01-08 20:00:00,B2,237,281,19.126287417880274,254
2024-01-08 21:00:00,B3,374,7,28.915521833239108,227
2024-01-08 22:00:00,B1,225,99,26.03040315525694,183
2024-01-08 23:00:00,B2,445,239,27.951441591801064,340
2024-01-09 00:00:00,B1,193,86,28.547746803387206,144
2024-01-09 01:00:00,B1,24,297,24.861268224579867,135
2024-01-09 02:00:00,B3,166,13,24.209356221060496,116
2024-01-09 03:00:00,B2,145,1,23.16512892385188,82
2024-01-09 04:00:00,B3,270,292,21.80335905349343,260
2024-01-09 05:00:00,B3,166,40,23.215151530304542,121
2024-01-09 06:00:00,B2,56,110,27.286555868761877,71
2024-01-09 07:00:00,B1,333,13,25.22308117218158,193
2024-01-09 08:00:00,B1,341,230,28.71027947945815,290
2024-01-09 09:00:00,B2,182,83,23.320560172550252,140
2024-01-09 10:00:00,B1,139,129,25.28507494462505,128
2024-01-09 11:00:00,B2,420,230,25.575690637103865,321
2024-01-09 12:00:00,B2,104,144,25.100365947675904,128
2024-01-09 13:00:00,B3,124,27,26.431605277026197,97
2024-01-09 14:00:00,B2,252,65,20.849201620497674,183
2024-01-09 15:00:00,B3,429,162,24.14836533054949,310
2024-01-09 16:00:00,B1,301,228,19.25069763370017,269
2024-01-09 17:00:00,B1,291,260,22.61413593173775,278
2024-01-09 18:00:00,B1,308,163,23.852004823455175,255
2024-01-09 19:00:00,B1,292,286,25.826691114545667,296
2024-01-09 20:00:00,B3,78,9,29.406372631034444,43
2024-01-09 21:00:00,B1,157,194,25.20781279858027,172
2024-01-09 22:00:00,B2,20,117,26.923126994118718,63
2024-01-09 23:00:00,B2,263,269,24.075192713942435,279
2024-01-10 00:00:00,B2,339,79,25.609248376515975,242
2024-01-10 01:00:00,B3,369,92,18.85118659360528,266
2024-01-10 02:00:00,B1,47,265,21.052698970102163,135
2024-01-10 03:00:00,B1,143,256,22.342237118461664,202
2024-01-10 04:00:00,B1,209,132,23.669920260078165,182
2024-01-10 05:00:00,B3,32,275,18.547784946028607,120
2024-01-10 06:00:00,B2,312,263,19.680289170639814,306
2024-01-10 07:00:00,B2,355,170,21.32177169349567,287
2024-01-10 08:00:00,B1,311,0,29.658392290812607,182
2024-01-10 09:00:00,B2,372,63,21.976164085236608,243
2024-01-10 10:00:00,B2,405,283,23.78449269734499,359
2024-01-10 11:00:00,B3,227,120,20.353172552860716,188
2024-01-10 12:00:00,B3,150,106,25.32936085290922,134
2024-01-10 13:00:00,B3,113,174,21.368198586191692,140
2024-01-10 14:00:00,B3,455,203,20.483910941261122,371
2024-01-10 15:00:00,B1,219,164,24.19887154135175,207
2024-01-10 16:00:00,B3,482,119,18.06606958992505,338
2024-01-10 17:00:00,B2,490,43,18.091968391790704,320
2024-01-10 18:00:00,B1,120,155,20.628825709222294,123
2024-01-10 19:00:00,B2,113,206,18.440656350009853,154
2024-01-10 20:00:00,B2,325,107,19.296309049568297,255
2024-01-10 21:00:00,B2,180,250,22.066327792065017,205
2024-01-10 22:00:00,B3,469,129,27.631028154957754,324
2024-01-10 23:00:00,B3,365,292,24.86458372043161,329
2024-01-11 00:00:00,B1,333,19,24.152012711477,196
2024-01-11 01:00:00,B1,142,281,21.521865878497458,189
2024-01-11 02:00:00,B3,385,284,29.181044633193796,340
2024-01-11 03:00:00,B2,302,0,22.7641804948463,167
2024-01-11 04:00:00,B1,337,118,19.045113201549256,249
2024-01-11 05:00:00,B3,136,34,25.404798193413615,104
2024-01-11 06:00:00,B3,115,197,19.366060721719215,138
2024-01-11 07:00:00,B3,101,244,22.142677713620305,173
2024-01-11 08:00:00,B2,296,58,24.088943264613707,205
2024-01-11 09:00:00,B3,387,160,28.49067029622211,306
2024-01-11 10:00:00,B3,402,178,23.922558964081425,305
2024-01-11 11:00:00,B3,60,205,26.42710519237997,126
2024-01-11 12:00:00,B3,38,11,29.913802067988843,16
2024-01-11 13:00:00,B1,471,275,19.577869438775778,401
2024-01-11 14:00:00,B1,305,180,21.296778306234234,256
2024-01-11 15:00:00,B3,306,241,22.734912907171758,285
2024-01-11 16:00:00,B2,223,215,23.061938142465976,208
2024-01-11 17:00:00,B1,276,250,22.93225290318655,256
2024-01-11 18:00:00,B3,416,298,28.891332030678658,374
2024-01-11 19:00:00,B1,266,125,26.568391733602276,200
2024-01-11 20:00:00,B1,311,216,25.294862569088444,277
2024-01-11 21:00:00,B2,110,284,21.712472614353384,165
2024-01-11 22:00:00,B3,414,184,27.88548461065554,330
2024-01-11 23:00:00,B3,355,38,29.46072613781987,215
2024-01-12 00:00:00,B2,119,222,27.854379390602716,165
2024-01-12 01:00:00,B2,429,183,18.018781262297676,336
2024-01-12 02:00:00,B3,191,177,25.636816442200885,178
2024-01-12 03:00:00,B3,480,293,18.61362457730521,411
2024-01-12 04:00:00,B2,322,150,21.09128664400466,255
2024-01-12 05:00:00,B1,10,125,18.71429640417326,50
2024-01-12 06:00:00,B1,328,233,25.245545435392653,279
2024-01-12 07:00:00,B2,447,7,26.239078961911282,251
2024-01-12 08:00:00,B1,64,128,19.373851656790862,93
2024-01-12 09:00:00,B2,380,263,22.606066596539755,317
2024-01-12 10:00:00,B1,433,156,23.474838107466503,323
2024-01-12 11:00:00,B1,408,4,22.428636261130997,243
2024-01-12 12:00:00,B3,158,85,19.452300005822316,135
2024-01-12 13:00:00,B3,440,174,23.027373482249704,330
2024-01-12 14:00:00,B1,466,289,27.014136573701016,391
2024-01-12 15:00:00,B1,318,192,18.852091974399066,274
2024-01-12 16:00:00,B3,146,118,18.96216016898284,138
2024-01-12 17:00:00,B3,211,217,22.25725550203181,216
2024-01-12 18:00:00,B3,445,113,29.3007085394271,316
2024-01-12 19:00:00,B2,322,144,26.022871760674967,235
2024-01-12 20:00:00,B1,126,25,26.144039480070777,93
2024-01-12 21:00:00,B3,163,135,22.343039890054378,157
2024-01-12 22:00:00,B1,434,231,25.123929494502462,342
2024-01-12 23:00:00,B2,300,75,18.12157420833292,207
2024-01-13 00:00:00,B2,72,288,25.633152556914506,158
2024-01-13 01:00:00,B3,253,0,28.95944337091484,150
2024-01-13 02:00:00,B2,34,146,25.35088162013783,82
2024-01-13 03:00:00,B1,99,286,28.48438312159614,188
2024-01-13 04:00:00,B3,84,141,26.687676665593123,117
2024-01-13 05:00:00,B1,303,52,19.44670099684428,189
2024-01-13 06:00:00,B1,395,68,28.829439687430103,270
2024-01-13 07:00:00,B2,400,89,18.797326132269298,288
2024-01-13 08:00:00,B2,219,219,24.407609670573166,222
2024-01-13 09:00:00,B2,484,191,19.705645485521494,377
2024-01-13 10:00:00,B2,427,62,18.140479328770848,301
2024-01-13 11:00:00,B2,356,72,23.06441112153167,252
2024-01-13 12:00:00,B3,26,160,21.540488491849874,82
2024-01-13 13:00:00,B1,137,168,23.832005925571238,159
2024-01-13 14:00:00,B1,436,88,24.92639864081461,298
2024-01-13 15:00:00,B1,452,175,18.52486886770737,341
2024-01-13 16:00:00,B1,373,268,19.476039541484948,327
2024-01-13 17:00:00,B2,260,72,24.703708757405103,200
2024-01-13 18:00:00,B1,188,244,22.118008238071898,202
2024-01-13 19:00:00,B3,191,76,26.750081850593375,160
2024-01-13 20:00:00,B3,161,158,25.827499783103278,164
2024-01-13 21:00:00,B1,34,97,28.147252355878884,45
2024-01-13 22:00:00,B1,464,101,26.309913920030702,322
2024-01-13 23:00:00,B3,189,131,23.159172928681777,144
2024-01-14 00:00:00,B3,207,101,26.075599468733188,170
2024-01-14 01:00:00,B2,353,18,21.30457409106502,227
2024-01-14 02:00:00,B3,170,81,21.675761985338553,128
2024-01-14 03:00:00,B2,186,278,27.46782191904952,224
2024-01-14 04:00:00,B2,294,128,23.357034196818987,247
2024-01-14 05:00:00,B2,72,88,27.580564086220228,73
2024-01-14 06:00:00,B2,159,212,27.86906848401934,169
2024-01-14 07:00:00,B2,163,142,28.290748051935406,169
2024-01-14 08:00:00,B1,165,64,28.999622830094488,144
2024-01-14 09:00:00,B3,379,75,23.171822646159555,257
2024-01-14 10:00:00,B2,478,198,21.826401819853665,376
2024-01-14 11:00:00,B3,58,142,24.986384959129367,105
2024-01-14 12:00:00,B3,464,92,22.454069081251532,307
2024-01-14 13:00:00,B2,346,223,25.212890001602794,291
2024-01-14 14:00:00,B1,93,290,26.467030351725896,184
2024-01-14 15:00:00,B2,370,101,26.26086022190564,279
2024-01-14 16:00:00,B1,186,266,22.494634644241458,223
2024-01-14 17:00:00,B3,157,109,20.002322420385035,129
2024-01-14 18:00:00,B1,127,264,23.16635206154649,201
2024-01-14 19:00:00,B1,351,2,19.711129728982904,206
2024-01-14 20:00:00,B1,485,84,28.6811644222057,321
2024-01-14 21:00:00,B3,72,281,22.15052952885429,159
2024-01-14 22:00:00,B3,198,116,19.853516966679884,180
2024-01-14 23:00:00,B1,369,220,18.30537311886901,317
2024-01-15 00:00:00,B1,58,153,25.74986863543781,100
2024-01-15 01:00:00,B2,336,152,25.642827809456918,267
2024-01-15 02:00:00,B1,266,11,22.0872499989755,164
2024-01-15 03:00:00,B2,233,132,18.860542666171813,198
2024-01-15 04:00:00,B1,150,292,22.915546738742783,181
2024-01-15 05:00:00,B2,487,299,21.734609940760723,408
2024-01-15 06:00:00,B3,224,227,26.125447676820112,227
2024-01-15 07:00:00,B1,444,270,25.269350993432283,362
2024-01-15 08:00:00,B1,388,42,22.37512473837048,253
2024-01-15 09:00:00,B1,449,20,20.61471065105988,275
2024-01-15 10:00:00,B1,220,106,29.8564315938671,191
2024-01-15 11:00:00,B2,327,116,23.44801945435338,258
2024-01-15 12:00:00,B1,41,123,26.259290829362847,69
2024-01-15 13:00:00,B3,167,280,19.68663561094033,210
2024-01-15 14:00:00,B3,294,291,23.827076395912773,292
2024-01-15 15:00:00,B1,314,202,18.330440638433586,264
2024-01-15 16:00:00,B3,438,50,24.0654614149254,284
2024-01-15 17:00:00,B1,486,270,29.568208885412428,392
2024-01-15 18:00:00,B1,295,276,22.610480555829604,276
2024-01-15 19:00:00,B3,153,140,18.467952150898938,154
2024-01-15 20:00:00,B1,433,274,18.371469491032123,375
2024-01-15 21:00:00,B3,28,289,22.655841119362435,124
2024-01-15 22:00:00,B2,27,51,19.92029923755833,45
2024-01-15 23:00:00,B1,266,26,18.280225155938233,163
2024-01-16 00:00:00,B2,87,156,27.07456336740212,117
2024-01-16 01:00:00,B3,380,238,23.502276106582688,331
2024-01-16 02:00:00,B2,184,155,21.470937263671853,172
2024-01-16 03:00:00,B2,203,290,28.800998196197767,242
2024-01-16 04:00:00,B3,485,135,19.393667522406307,339
2024-01-16 05:00:00,B2,122,143,29.47102594746383,128
2024-01-16 06:00:00,B2,123,105,21.767600608528234,113
2024-01-16 07:00:00,B3,231,157,28.660844067704176,193
2024-01-16 08:00:00,B2,175,145,25.235314517753537,161
2024-01-16 09:00:00,B3,444,1,27.92048831689785,251
2024-01-16 10:00:00,B2,328,76,29.80815795852557,222
2024-01-16 11:00:00,B3,141,131,21.46086525382495,134
2024-01-16 12:00:00,B3,394,89,29.533625824891118,269
2024-01-16 13:00:00,B2,273,262,22.673782738829043,266
2024-01-16 14:00:00,B2,422,107,22.626142856843067,295
2024-01-16 15:00:00,B2,64,73,22.08464525105407,72
2024-01-16 16:00:00,B1,368,38,24.49689128817102,244
2024-01-16 17:00:00,B1,140,158,19.849740518141846,140
2024-01-16 18:00:00,B1,297,70,24.644537824296133,194
2024-01-16 19:00:00,B3,275,240,24.50045774892005,250
2024-01-16 20:00:00,B2,467,297,27.142821751258438,394
2024-01-16 21:00:00,B3,476,35,28.003799543251027,296
2024-01-16 22:00:00,B1,375,83,23.285296203749088,250
2024-01-16 23:00:00,B2,171,262,21.627998992217925,194
2024-01-17 00:00:00,B3,389,171,21.112018767805132,297
2024-01-17 01:00:00,B2,490,172,20.335486040458463,364
2024-01-17 02:00:00,B3,96,46,18.6917709863883,81
2024-01-17 03:00:00,B2,64,140,22.10937574601656,88
2024-01-17 04:00:00,B1,485,117,21.2429723055694,333
2024-01-17 05:00:00,B1,297,276,29.59700863039689,279
2024-01-17 06:00:00,B2,187,213,24.692505915000527,197
2024-01-17 07:00:00,B3,400,219,22.16732446836609,319
2024-01-17 08:00:00,B1,358,25,24.96561121192435,230
2024-01-17 09:00:00,B1,17,8,19.670360416148345,0
2024-01-17 10:00:00,B1,330,270,23.328524990426434,302
2024-01-17 11:00:00,B2,322,9,25.514811857052766,199
2024-01-17 12:00:00,B2,256,120,23.866773981509418,203
2024-01-17 13:00:00,B3,332,124,22.82134560785189,275
2024-01-17 14:00:00,B3,481,169,29.926180666796377,359
2024-01-17 15:00:00,B3,480,71,28.563777145787125,306
2024-01-17 16:00:00,B2,452,151,25.48087149791328,330
2024-01-17 17:00:00,B2,264,207,24.832528334187394,223
2024-01-17 18:00:00,B3,337,48,25.447925757895007,220
2024-01-17 19:00:00,B3,63,153,20.4157452938692,90
2024-01-17 20:00:00,B2,258,292,22.741652919171823,280
2024-01-17 21:00:00,B3,248,67,18.473514394690792,170
2024-01-17 22:00:00,B1,238,49,23.706552449841922,161
2024-01-17 23:00:00,B2,76,151,24.51629500749196,99
2024-01-18 00:00:00,B3,60,18,20.732996833238516,60
2024-01-18 01:00:00,B2,106,99,29.568346165986163,99
2024-01-18 02:00:00,B1,101,59,28.913455331246904,102
2024-01-18 03:00:00,B2,273,166,26.66571882547087,238
2024-01-18 04:00:00,B2,427,201,24.40063954518435,341
2024-01-18 05:00:00,B2,300,145,28.43962991577222,241
2024-01-18 06:00:00,B2,105,163,19.567828125881555,132
2024-01-18 07:00:00,B1,97,241,27.486117531298618,135
2024-01-18 08:00:00,B2,87,68,19.49784976760218,76
2024-01-18 09:00:00,B2,297,174,27.530527950592866,256
2024-01-18 10:00:00,B3,129,48,21.309210819016283,96
2024-01-18 11:00:00,B2,311,107,28.52508697221827,215
2024-01-18 12:00:00,B3,409,225,29.328505125904776,334
2024-01-18 13:00:00,B1,461,160,19.785551632861388,357
2024-01-18 14:00:00,B1,174,118,23.552107260784723,164
2024-01-18 15:00:00,B1,191,148,29.771848537952224,173
2024-01-18 16:00:00,B1,478,149,23.800889231677758,355
2024-01-18 17:00:00,B3,407,292,28.362570270174544,357
2024-01-18 18:00:00,B2,232,142,25.06477826557584,178
2024-01-18 19:00:00,B1,320,159,22.503958895035222,246
2024-01-18 20:00:00,B2,441,10,21.42940266631044,284
2024-01-18 21:00:00,B3,475,137,20.438677093033046,337
2024-01-18 22:00:00,B3,16,77,27.141578296532366,37
2024-01-18 23:00:00,B3,339,76,22.638486081876334,230
2024-01-19 00:00:00,B1,272,253,24.135305546409015,283
2024-01-19 01:00:00,B2,170,257,23.90790576001418,221
2024-01-19 02:00:00,B2,160,290,24.927348350797573,234
2024-01-19 03:00:00,B2,94,262,28.386925747494626,159
2024-01-19 04:00:00,B3,156,84,29.768872123001152,130
2024-01-19 05:00:00,B1,121,145,22.891010502885806,115
2024-01-19 06:00:00,B3,390,41,27.930227065275638,265
2024-01-19 07:00:00,B3,412,124,27.17433353585661,285
2024-01-19 08:00:00,B2,45,166,24.882347417466878,95
2024-01-19 09:00:00,B3,294,240,29.472565723343198,261
2024-01-19 10:00:00,B2,197,279,20.405694186340835,223
2024-01-19 11:00:00,B1,91,187,19.311170523715457,121
2024-01-19 12:00:00,B2,11,18,28.247543603465065,7
2024-01-19 13:00:00,B1,394,67,23.26979779960498,257
2024-01-19 14:00:00,B2,312,217,28.163626250484725,268
2024-01-19 15:00:00,B3,206,101,28.71708246234498,172
2024-01-19 16:00:00,B3,413,41,18.749491123428857,253
2024-01-19 17:00:00,B1,20,287,28.60157715583273,129
2024-01-19 18:00:00,B1,243,166,23.379828664433067,224
2024-01-19 19:00:00,B1,395,108,24.125189868050786,275
2024-01-19 20:00:00,B2,204,35,25.519110133118524,129
2024-01-19 21:00:00,B2,480,231,29.116591280761043,378
2024-01-19 22:00:00,B1,128,228,18.229393133157167,179
2024-01-19 23:00:00,B3,405,163,23.722121619813805,310
2024-01-20 00:00:00,B2,29,72,26.252664509166728,40
2024-01-20 01:00:00,B2,270,135,26.672483492378742,220
2024-01-20 02:00:00,B2,302,69,26.310389178445295,197
2024-01-20 03:00:00,B1,431,195,19.613221552897464,343
2024-01-20 04:00:00,B1,265,268,21.592747060460177,270
2024-01-20 05:00:00,B1,231,48,22.30458630500416,154
2024-01-20 06:00:00,B1,402,129,27.65324649215406,284
